Car_Name,Brand,Model,Status,Year,Fuel_Type,Transmission,Horse_power,Cylinder,Mileage,Color,Price
Renault Express,Renault,Express,occasion,1994.0,Diesel,Manuelle,5.0,1.2,300000.0,blanc,6.0
A vendre Renault express,Renault,Express,occasion,2022.0,Diesel,Manuelle,5.0,1.5,67000.0,gris,43.0
,Renault,Kadjar,neuf,2019.0,Essence,Automatique,7.0,1.2,70000.0,noir,80.0
Renault Kadjar,Renault,Kadjar,occasion,2018.0,Essence,Manuelle,7.0,1.2,139000.0,blanc,61.0
Je vends ma Renault kadjar ttes options excellent état,Renault,Kadjar,occasion,2018.0,Essence,Manuelle,7.0,1.3,180000.0,blanc,65.0
,Renault,Kadjar,occasion,2018.0,Essence,Manuelle,7.0,1.2,114000.0,bleu,67.0
Renault kadjar,Renault,Kadjar,occasion,2019.0,Essence,Manuelle,7.0,1.2,107000.0,noir,62.0
Kadjar,Renault,Kadjar,occasion,2019.0,Essence,Automatique,5.0,1.2,100000.0,blanc,59.0
Renault Kadjar  en vente doccasion,Renault,Kadjar,occasion,2019.0,Essence,Manuelle,7.0,1.2,101400.0,noir,61.5
,Renault,Kadjar,occasion,2020.0,Essence,Automatique,7.0,1.2,52000.0,noir,83.0
Renault kangoo 19,Renault,Kangoo,occasion,1999.0,Diesel,Manuelle,5.0,1.9,300.0,vert,16.0
Kangoo a vendre,Renault,Kangoo,occasion,2000.0,Diesel,Manuelle,7.0,1.9,300000.0,blanc,10.5
kangoo etat original,Renault,Kangoo,occasion,2001.0,Diesel,Manuelle,7.0,>4.0,236000.0,blanc,11.8
Renault Kangoo 11000,Renault,Kangoo,occasion,2002.0,Essence,Manuelle,5.0,1.4,1.0,blanc,11.0
Très très propre voiture jamais accidenté,Renault,Kangoo,occasion,2003.0,Essence,Manuelle,6.0,1.6,200.0,jaune,29.0
renault kangoo,Renault,Kangoo,occasion,2004.0,Diesel,Manuelle,7.0,1.9,20000.0,blanc,9.8
Omar,Renault,Kangoo,occasion,2004.0,Diesel,Manuelle,4.0,1.4,38000.0,blanc,7.0
Kangoo française 15 dci 80,Renault,Kangoo,occasion,2005.0,Diesel,Manuelle,6.0,1.5,194000.0,gris,25.0
Kangoo,Renault,Kangoo,occasion,2011.0,Diesel,Manuelle,5.0,1.5,300000.0,blanc,25.0
,Renault,Koleos,occasion,2014.0,Diesel,Manuelle,8.0,2.0,96000.0,bleu,59.0
Renault master,Renault,Master,occasion,2002.0,Diesel,Manuelle,8.0,2.3,3.0,blanc,9.5
A,Renault,Master,occasion,2002.0,Diesel,Manuelle,8.0,1.9,111111.0,blanc,18.5
Renault Master Moteur,Renault,Master,occasion,2004.0,Diesel,Manuelle,11.0,1.4,200000.0,jaune,14.0
Belle megane 2,Renault,Megane,neuf,2004.0,Diesel,Manuelle,5.0,1.5,320.0,blanc,17.5
Megane 2,Renault,Megane,neuf,2004.0,Diesel,Manuelle,5.0,1.5,320.0,blanc,17.5
سيدي الحسين السيجومي,Renault,Megane,neuf,2007.0,Diesel,Manuelle,6.0,1.5,500000.0,noir,22.5
À vendre megane 3 propre voiture,Renault,Megane,neuf,2010.0,Essence,Manuelle,7.0,1.6,278000.0,bleu,29.5
À vendre,Renault,Megane,neuf,2010.0,Essence,Manuelle,7.0,1.6,250.0,noir,32.0
Megane 4 en excellent etat,Renault,Megane,neuf,2019.0,Essence,Manuelle,7.0,1.2,125000.0,blanc,49.0
Ser,Renault,Megane,neuf,2019.0,Essence,Manuelle,7.0,1.3,180.0,Autres,50.0
بيع,Renault,Megane,occasion,1997.0,Diesel,Manuelle,6.0,1.9,350000.0,noir,9.5
Megane 1 classique essence,Renault,Megane,occasion,1999.0,Essence,Manuelle,7.0,1.2,365000.0,vert,12.0
Megane diesel,Renault,Megane,occasion,2003.0,Diesel,Manuelle,5.0,1.5,350.0,bleu,15.0
Megane cascette,Renault,Megane,occasion,2003.0,Diesel,Manuelle,5.0,1.9,380.0,bleu,15.5
Meganne classique,Renault,Megane,occasion,2003.0,Essence,Manuelle,6.0,1.4,254000.0,Autres,22.0
a vendre megane senic phase 2,Renault,Megane,occasion,2003.0,Diesel,Manuelle,5.0,1.5,168500.0,Autres,20.0
Megane,Renault,Megane,occasion,2004.0,Diesel,Manuelle,5.0,1.5,290.0,bleu,10.0
Megan essence,Renault,Megane,occasion,2004.0,Essence,Manuelle,6.0,1.6,288.0,noir,16.5
Megane 2,Renault,Megane,occasion,2004.0,Diesel,Manuelle,5.0,1.5,300.0,bleu,10.0
Megane,Renault,Megane,occasion,2004.0,Diesel,Manuelle,5.0,>4.0,1.0,rouge,14.5
Scénic 2,Renault,Megane,occasion,2004.0,Diesel,Manuelle,6.0,>4.0,1.0,bleu,16.0
Megane,Renault,Megane,occasion,2004.0,Diesel,Manuelle,6.0,1.5,421000.0,blanc,17.0
2 15 dCi A,Renault,Megane,occasion,2004.0,Diesel,Manuelle,5.0,1.5,200000.0,gris,100.0
Megane 97750806,Renault,Megane,occasion,2004.0,Diesel,Manuelle,5.0,1.5,400.0,gris,16.8
Voiture à vendre,Renault,Megane,occasion,2004.0,Essence,Manuelle,6.0,1.4,320000.0,noir,14.0
Mégane,Renault,Megane,occasion,2004.0,Essence,Manuelle,6.0,1.4,280000.0,noir,16.5
Megane sedan,Renault,Megane,occasion,2004.0,Diesel,Manuelle,5.0,1.5,320.0,noir,18.5
A vendre,Renault,Megane,occasion,2005.0,Diesel,Manuelle,6.0,1.9,240000.0,blanc,20.0
A vendre belle megane,Renault,Megane,occasion,2005.0,Diesel,Manuelle,5.0,1.5,333.0,blanc,16.3
Megane 2 cc coupée cabriolet essence,Renault,Megane,occasion,2005.0,Essence,Manuelle,7.0,1.6,240000.0,Autres,25.0
Laguna 2,Renault,Megane,occasion,2005.0,Diesel,Manuelle,6.0,1.9,241000.0,blanc,19.5
Mégane 2,Renault,Megane,occasion,2005.0,Diesel,Manuelle,5.0,1.5,400.0,noir,15.5
renault megane casquette,Renault,Megane,occasion,2005.0,Diesel,Manuelle,5.0,1.6,100000.0,noir,11.2
Voiture,Renault,Megane,occasion,2006.0,Essence,Manuelle,6.0,>4.0,470000.0,noir,18.0
Megane 2 phase 2 14 essence,Renault,Megane,occasion,2006.0,Essence,Manuelle,6.0,1.4,350000.0,noir,17.9
Mégane 2 phase 2,Renault,Megane,occasion,2006.0,Diesel,Manuelle,5.0,1.5,265000.0,gris,18.5
megane 2 casquette,Renault,Megane,occasion,2006.0,Diesel,Manuelle,5.0,1.5,240000.0,noir,19.0
Megane 2 classic,Renault,Megane,occasion,2006.0,Essence,Manuelle,6.0,1.4,305.0,noir,22.5
2006 Renault megane casquette,Renault,Megane,occasion,2006.0,Diesel,Manuelle,5.0,1.5,0.0,gris,13.0
صفاقس,Renault,Megane,occasion,2007.0,Diesel,Manuelle,6.0,1.5,205.0,bleu,22.5
,Renault,Megane,occasion,2007.0,Essence,Manuelle,6.0,1.4,270.0,noir,18.5
الحمامات,Renault,Megane,occasion,2007.0,Essence,Automatique,7.0,1.6,190000.0,noir,20.0
Megane 2 face 2,Renault,Megane,occasion,2007.0,Diesel,Manuelle,6.0,1.5,298000.0,Autres,18.0
Hammamet,Renault,Megane,occasion,2007.0,Essence,Automatique,7.0,1.6,190000.0,noir,22.0
Mégane 2 sedan A vendre,Renault,Megane,occasion,2007.0,Essence,Automatique,7.0,1.6,270000.0,noir,22.0
A vendre Mégane 2 phase 2,Renault,Megane,occasion,2008.0,Essence,Manuelle,6.0,1.4,173.0,noir,21.5
A vendre,Renault,Megane,occasion,2009.0,Diesel,Manuelle,5.0,1.5,430.0,gris,22.0
Mégane 3 à vendre,Renault,Megane,occasion,2009.0,Essence,Manuelle,7.0,1.2,180000.0,noir,29.5
Renault Mégane 3 2009 205 000 km Noir,Renault,Megane,occasion,2009.0,Essence,Manuelle,7.0,1.6,205000.0,noir,26.5
Megane 3,Renault,Megane,occasion,2010.0,Diesel,Manuelle,5.0,1.5,175000.0,noir,27.0
A vendre,Renault,Megane,occasion,2010.0,Diesel,Manuelle,6.0,1.5,200.0,noir,32.0
Mégane 3,Renault,Megane,occasion,2010.0,Essence,Manuelle,7.0,1.4,174000.0,rouge,11.111
Megane,Renault,Megane,occasion,2010.0,Diesel,Manuelle,5.0,1.5,24400.0,beige,24.5
Voiture Megane 2010,Renault,Megane,occasion,2010.0,Diesel,Manuelle,5.0,3.0,338232.0,gris,22.0
Megane 3 Tom Tom,Renault,Megane,occasion,2011.0,Diesel,Manuelle,5.0,1.5,260000.0,blanc,35.0
Megane 3 siemens,Renault,Megane,occasion,2011.0,Diesel,Manuelle,6.0,1.6,260000.0,bleu,35.0
Bonne occasion,Renault,Megane,occasion,2012.0,Essence,Manuelle,7.0,1.4,143000.0,bordeaux,29.5
3,Renault,Megane,occasion,2012.0,Diesel,Manuelle,5.0,1.7,249.0,gris,32.0
Megane essence,Renault,Megane,occasion,2012.0,Essence,Manuelle,7.0,1.6,218653.0,noir,24.0
Megane 3 face 4 boit 5 diesel 42dt,Renault,Megane,occasion,2013.0,Diesel,Manuelle,12.0,1.5,200.0,noir,42.0
megane 3 tomtom 15dci,Renault,Megane,occasion,2014.0,Diesel,Manuelle,6.0,1.5,200.0,gris,35.0
4,Renault,Megane,occasion,2018.0,Essence,Automatique,8.0,>4.0,59.0,bleu,89.0
Megane 4 6cv,Renault,Megane,occasion,2019.0,Diesel,Manuelle,6.0,1.6,93000.0,bleu,61.0
Renault Mégane 4 sedan,Renault,Megane,occasion,2019.0,Essence,Manuelle,7.0,1.2,1197.0,gris,49.8
Renault megane 4 sedan,Renault,Megane,occasion,2019.0,Essence,Manuelle,7.0,1.2,116800.0,noir,51.5
Megane,Renault,Megane,occasion,2019.0,Diesel,Manuelle,6.0,1.6,97000.0,bleu,8.0
Renault Mégane 4 Sedan en vente doccasion,Renault,Megane,occasion,2019.0,Essence,Manuelle,7.0,1.2,106000.0,noir,51.5
Megane sedan,Renault,Megane,occasion,2019.0,Essence,Manuelle,7.0,1.2,38000.0,gris,70.0
Mégane 4,Renault,Megane,occasion,2019.0,Diesel,Manuelle,5.0,1.5,250000.0,gris,52.0
Megane 4 business,Renault,Megane,occasion,2020.0,Diesel,Manuelle,6.0,1.5,120000.0,rouge,56.5
Megane 4 tce,Renault,Megane,occasion,2020.0,Essence,Manuelle,7.0,1.3,70000.0,blanc,64.0
Megane 4 Diesel,Renault,Megane,occasion,2020.0,Diesel,Manuelle,5.0,1.5,150000.0,blanc,55.5
Megan 4 Diesel,Renault,Megane,occasion,2020.0,Diesel,Manuelle,5.0,1.5,130000.0,noir,52.5
Renault megane importeé,Renault,Megane,occasion,2020.0,Essence,Manuelle,6.0,1.5,121000.0,blanc,57.9
Megane  gt line s a vendre,Renault,Megane,occasion,2020.0,Essence,Manuelle,7.0,1.3,25000.0,bleu,90.0
Mégane 4 1ére main,Renault,Megane,occasion,2021.0,Essence,Automatique,7.0,1.2,89998.0,gris,57.0
Renault megane,Renault,Megane,occasion,2021.0,Essence,Automatique,7.0,1.2,78000.0,gris,73.9
Megane,Renault,Megane,occasion,2021.0,Essence,Automatique,7.0,1.0,78000.0,gris,73.9
Renault megane,Renault,Megane,occasion,2021.0,Essence,Manuelle,7.0,1.0,78000.0,gris,73.9
megane sedan,Renault,Megane,occasion,2021.0,Essence,Manuelle,7.0,1.4,60000.0,Autres,65.0
Renault modus 2012 essence 6ch,Renault,Modus,occasion,2012.0,Essence,Manuelle,6.0,1.2,169000.0,gris,25.5
Renault r11,Renault,R11,occasion,1987.0,Diesel,Manuelle,6.0,1.6,250000.0,beige,12.5
A vendre voiture R19,Renault,R19,occasion,1989.0,Essence,Manuelle,6.0,1.4,120005.0,gris,11.0
r19 chamade,Renault,R19,occasion,1991.0,Essence,Manuelle,6.0,1.4,339000.0,bleu,7.3
Super 5 très bonne état,Renault,R19,occasion,1992.0,Essence,Manuelle,4.0,1.6,500.0,bleu,5.8
À vendre R19 spécial,Renault,R19,occasion,1992.0,Essence,Manuelle,6.0,1.2,15364.0,blanc,7.5
Renault R19,Renault,R19,occasion,1993.0,Essence,Manuelle,6.0,1.2,300000.0,vert,7.0
Renault R19,Renault,R19,occasion,1995.0,Essence,Manuelle,6.0,>4.0,300000.0,bleu,7.8
للتبديل فقط بسيارة اكبر حجم,Renault,R19,occasion,1995.0,Essence,Manuelle,4.0,1.0,500.0,bleu,6.0
A vendre,Renault,R19,occasion,1996.0,Essence,Manuelle,6.0,1.4,100.0,blanc,8.0
R19 zéro masrouf,Renault,R19,occasion,1996.0,Diesel,Manuelle,6.0,1.6,200000.0,gris,13.0
Renault 4l f6 6ch essence52 556 166,Renault,R4,occasion,1984.0,Essence,Manuelle,6.0,1.2,1111.0,bleu,6.2
Super 5,Renault,R5,occasion,1985.0,Essence,Manuelle,4.0,1.1,999.0,gris,6.2
Super 5,Renault,R5,occasion,1997.0,Essence,Manuelle,4.0,1.0,400.0,bleu,6.2
Renault r9,Renault,R9,occasion,1982.0,Essence,Manuelle,5.0,3.0,355000.0,noir,5.0
R9 a vendre,Renault,R9,occasion,1984.0,Essence,Manuelle,5.0,1.4,123456.0,noir,123.456
R9 مريڨلة,Renault,R9,occasion,1988.0,Essence,Manuelle,5.0,1.0,1.0,blanc,6.8
Megane scenic 1 phase 2,Renault,Scenic,occasion,2001.0,Essence,Automatique,7.0,1.6,200000.0,gris,18.0
Senic 4x4,Renault,Scenic,occasion,2001.0,Diesel,Manuelle,7.0,1.9,200.0,vert,18.0
Scenic RX4,Renault,Scenic,occasion,2002.0,Diesel,Manuelle,7.0,1.9,414.0,vert,111.0
Renault trafic,Renault,Trafic,occasion,2014.0,Diesel,Manuelle,7.0,1.9,220000.0,gris,27.0
TWINGOÉco 2,Renault,Twingo,occasion,2009.0,Essence,Manuelle,4.0,1.2,190000.0,gris,22.9
Renault Twingo   Phase 2 Red Bull Racing RB7,Renault,Twingo,occasion,2012.0,Essence,Manuelle,8.0,1.6,200000.0,noir,40.0
Seat arona,Seat,Arona,neuf,2021.0,Essence,Manuelle,4.0,1.6,72000.0,blanc,70.0
Seat Arona,Seat,Arona,occasion,2018.0,Essence,Manuelle,6.0,1.6,167000.0,noir,52.0
2019,Seat,Arona,occasion,2019.0,Essence,Manuelle,6.0,1.6,177000.0,noir,58.0
Seat arona 16,Seat,Arona,occasion,2022.0,Essence,Manuelle,6.0,1.6,50000.0,gris,73.0
Seat arosa,Seat,Arosa,occasion,1998.0,Essence,Manuelle,5.0,1.2,320000.0,noir,10.5
202146000,Seat,Ateca,occasion,2021.0,Essence,Automatique,9.0,1.5,46000.0,gris,125.0
Vende Seat Ateca style 2021,Seat,Ateca,occasion,2021.0,Essence,Automatique,8.0,1.4,44000.0,Autres,100.0
Seat leon 2020,Seat,Leon,occasion,2020.0,Essence,Manuelle,6.0,1.2,150000.0,noir,62.0
A vendre Seat cordoba 14 essence,Seat,Cordoba,occasion,1998.0,Essence,Manuelle,5.0,1.4,220.0,vert,15.0
Ibiza,Seat,Ibiza,neuf,2018.0,Essence,Manuelle,4.0,1.0,200.0,blanc,123.0
À vendre,Seat,Ibiza,neuf,2020.0,Essence,Manuelle,4.0,3.0,74.0,noir,56.0
Seat ibiza style,Seat,Ibiza,neuf,2021.0,Essence,Manuelle,4.0,1.0,120000.0,gris,48.0
Sear ibiza,Seat,Ibiza,neuf,2021.0,Essence,Manuelle,4.0,1.0,100000.0,bleu,44.0
Seat ibiza,Seat,Ibiza,neuf,2021.0,Essence,Manuelle,4.0,1.0,90.0,gris,58.0
Seat ibiza exellence,Seat,Ibiza,neuf,2021.0,Essence,Manuelle,4.0,1.0,235.0,blanc,53.0
A vendre ibiza fr plus encore sous leasing,Seat,Ibiza,neuf,2023.0,Essence,Automatique,6.0,1.0,14000.0,gris,35.0
A vendre ibiza fr plus encore sous leasing,Seat,Ibiza,neuf,2023.0,Essence,Automatique,6.0,1.0,13000.0,gris,35.0
A Vendre Seat Ibiza  plus  encore sous leasing reste 28 mois,Seat,Ibiza,neuf,2023.0,Essence,Automatique,6.0,1.0,12000.0,gris,35.0
Seat Ibiza,Seat,Ibiza,occasion,2010.0,Essence,Manuelle,5.0,1.2,200000.0,noir,25.5
Seat Ibiza a vendre,Seat,Ibiza,occasion,2011.0,Essence,Manuelle,5.0,1.2,200.0,blanc,29.5
Ibiza état neuf 23441441,Seat,Ibiza,occasion,2011.0,Essence,Automatique,5.0,1.2,240000.0,noir,26.8
Seat,Seat,Ibiza,occasion,2012.0,Essence,Manuelle,5.0,1.2,130000.0,noir,30.0
Vente voiture seat ibiza,Seat,Ibiza,occasion,2012.0,Essence,Manuelle,5.0,1.2,206.0,noir,26.8
Seat ibiza 12,Seat,Ibiza,occasion,2014.0,Essence,Manuelle,5.0,1.2,20000.0,noir,21.5
seat,Seat,Ibiza,occasion,2014.0,Essence,Manuelle,17.0,1.2,17.0,noir,24.0
Seat ibiza noir,Seat,Ibiza,occasion,2014.0,Essence,Manuelle,5.0,1.2,18000.0,noir,46.0
Vente Voiture Seat Ibisa,Seat,Ibiza,occasion,2014.0,Essence,Manuelle,5.0,3.0,200000.0,gris,30.0
فرصة,Seat,Ibiza,occasion,2014.0,Essence,Manuelle,5.0,1.2,163.0,blanc,27.0
,Seat,Ibiza,occasion,2014.0,Essence,Manuelle,5.0,1.2,170.0,blanc,28.5
Seat ibiza style,Seat,Ibiza,occasion,2016.0,Essence,Manuelle,5.0,1.0,158.0,gris,35.0
Seat Ibiza 2016 Restyle,Seat,Ibiza,occasion,2016.0,Essence,Manuelle,5.0,1.0,150000.0,gris,38.0
Seat ibiza style,Seat,Ibiza,occasion,2017.0,Essence,Manuelle,4.0,1.0,158.0,gris,35.0
Seat ibiza 2017,Seat,Ibiza,occasion,2017.0,Essence,Manuelle,4.0,1.0,153000.0,blanc,31.0
,Seat,Ibiza,occasion,2018.0,Essence,Manuelle,4.0,3.0,160000.0,noir,40.0
Seat Ibiza,Seat,Ibiza,occasion,2018.0,Essence,Manuelle,4.0,1.0,201000.0,blanc,37.0
Seat Ibiza Style Plus,Seat,Ibiza,occasion,2018.0,Essence,Manuelle,4.0,1.0,95223.0,Autres,47.5
Seat Ibiza,Seat,Ibiza,occasion,2018.0,Essence,Manuelle,4.0,3.0,138000.0,blanc,38.0
Seat ibiza,Seat,Ibiza,occasion,2019.0,Essence,Manuelle,4.0,1.0,140.0,blanc,40.0
Vente,Seat,Ibiza,occasion,2019.0,Essence,Manuelle,4.0,3.0,98000.0,noir,42.0
Vente voiture seat ibiza,Seat,Ibiza,occasion,2019.0,Essence,Manuelle,4.0,1.0,100.0,blanc,49.0
Seat Ibiza 2020 à vendre,Seat,Ibiza,occasion,2020.0,Essence,Manuelle,4.0,1.0,200000.0,blanc,38.0
Vente ibiza 16,Seat,Ibiza,occasion,2020.0,Essence,Manuelle,6.0,1.6,55000.0,bleu,62.0
Seat Ibiza,Seat,Ibiza,occasion,2020.0,Essence,Manuelle,5.0,1.2,0.0,gris,44.9
Seat ibiza,Seat,Ibiza,occasion,2020.0,Essence,Manuelle,5.0,1.2,0.0,gris,44.9
Seat ibiza,Seat,Ibiza,occasion,2020.0,Essence,Manuelle,4.0,1.2,0.0,gris,44.9
Seat ibiza,Seat,Ibiza,occasion,2020.0,Essence,Manuelle,4.0,1.2,0.0,bleu,44.9
Seat Ibiza,Seat,Ibiza,occasion,2020.0,Essence,Manuelle,4.0,1.2,0.0,gris,44.9
Seat ibiza,Seat,Ibiza,occasion,2020.0,Essence,Manuelle,4.0,1.2,150000.0,blanc,44.9
Seat ibiza,Seat,Ibiza,occasion,2020.0,Essence,Manuelle,4.0,1.2,150000.0,gris,44.9
Seat ibiza,Seat,Ibiza,occasion,2020.0,Essence,Manuelle,4.0,1.0,130000.0,noir,50.0
Ibiza xcellence,Seat,Ibiza,occasion,2021.0,Essence,Manuelle,4.0,1.0,65000.0,noir,61.0
Seat Ibiza style plus,Seat,Ibiza,occasion,2021.0,Essence,Manuelle,4.0,1.0,77800.0,noir,55.0
Seat ibiza,Seat,Ibiza,occasion,2021.0,Essence,Manuelle,4.0,1.2,0.0,blanc,45.9
vente voiture seat ibiza,Seat,Ibiza,occasion,2021.0,Essence,Manuelle,5.0,3.0,102.0,noir,43.0
Seat ibiza,Seat,Ibiza,occasion,2021.0,Essence,Manuelle,4.0,1.2,114000.0,blanc,45.9
Ma Propre ibiza mté3 kssiba,Seat,Ibiza,occasion,2021.0,Essence,Manuelle,4.0,1.0,30000.0,gris,49.0
Seat ibiza,Seat,Ibiza,occasion,2021.0,Essence,Manuelle,4.0,1.0,89.0,blanc,111.111
Seat Ibiza,Seat,Ibiza,occasion,2021.0,Essence,Manuelle,4.0,1.2,114000.0,blanc,45.9
,Seat,Ibiza,occasion,2021.0,Essence,Manuelle,4.0,1.2,90.0,gris,41.5
,Seat,Ibiza,occasion,2021.0,Essence,Manuelle,4.0,1.0,100000.0,blanc,58.0
Siat Ibiza,Seat,Ibiza,occasion,2021.0,Essence,Manuelle,5.0,1.3,1000.0,blanc,55.0
Seat ibiza style 98414967,Seat,Ibiza,occasion,2021.0,Essence,Manuelle,4.0,1.0,84000.0,gris,45.0
Ibiza excellence,Seat,Ibiza,occasion,2021.0,Essence,Manuelle,4.0,1.0,76000.0,noir,62.5
,Seat,Ibiza,occasion,2021.0,Essence,Manuelle,5.0,1.0,52000.0,noir,55.0
2021 Seat Ibiza Excellence s,Seat,Ibiza,occasion,2021.0,Essence,Manuelle,5.0,1.0,74999.0,gris,61.9
Seat Ibiza,Seat,Ibiza,occasion,2023.0,Essence,Automatique,6.0,1.0,27100.0,blanc,75.0
Seat Leon,Seat,Leon,neuf,2015.0,Essence,Manuelle,7.0,1.4,170000.0,blanc,68.5
Seat Leon,Seat,Leon,neuf,2015.0,Essence,Automatique,6.0,1.2,219000.0,blanc,48.0
Seat Lèon coupé Tsi,Seat,Leon,neuf,2015.0,Essence,Manuelle,6.0,1.2,170000.0,gris,42.5
Seat Leon,Seat,Leon,neuf,2019.0,Diesel,Manuelle,6.0,1.6,158000.0,gris,70.0
A vendre seat leon,Seat,Leon,neuf,2019.0,Essence,Manuelle,6.0,1.0,12000.0,bleu,56.0
Seat,Seat,Leon,neuf,2019.0,Essence,Manuelle,6.0,1.2,1.0,noir,51.0
Seat Leon,Seat,Leon,occasion,2013.0,Essence,Manuelle,5.0,1.2,186000.0,blanc,40.5
,Seat,Leon,occasion,2014.0,Essence,Automatique,6.0,1.2,124500.0,gris,50.0
A vendre Seat Leon,Seat,Leon,occasion,2014.0,Essence,Manuelle,5.0,1.2,192000.0,noir,42.0
Seat Leon style,Seat,Leon,occasion,2014.0,Essence,Automatique,6.0,1.4,205000.0,noir,47.5
Seat Leon Reference,Seat,Leon,occasion,2014.0,Essence,Manuelle,5.0,1.2,126000.0,gris,45.0
Seat Léon style excellente,Seat,Leon,occasion,2015.0,Essence,Manuelle,5.0,1.2,78000.0,blanc,51.5
56263325,Seat,Leon,occasion,2015.0,Essence,Manuelle,6.0,1.2,155000.0,blanc,47.0
Seat Leon coupé sc,Seat,Leon,occasion,2015.0,Essence,Manuelle,6.0,1.2,155000.0,gris,46.0
Seat Leon 12 Style,Seat,Leon,occasion,2015.0,Essence,Manuelle,5.0,1.2,115000.0,blanc,49.0
Seat lion karhba ndifa barcha barcha,Seat,Leon,occasion,2015.0,Essence,Automatique,6.0,1.2,150.0,noir,45.5
Seat leon style  première mai,Seat,Leon,occasion,2015.0,Essence,Manuelle,5.0,1.2,200.0,noir,44.0
Seat Lèon coupè Sc,Seat,Leon,occasion,2015.0,Essence,Manuelle,6.0,1.2,162000.0,gris,43.5
Seat leon tsi,Seat,Leon,occasion,2015.0,Essence,Manuelle,5.0,1.4,268.0,blanc,42.0
Seat Lèon coupé,Seat,Leon,occasion,2015.0,Essence,Manuelle,6.0,1.2,163000.0,gris,43.5
,Seat,Leon,occasion,2015.0,Essence,Manuelle,5.0,1.2,200.0,noir,44.0
Seat Leon,Seat,Leon,occasion,2016.0,Essence,Manuelle,5.0,1.2,152000.0,noir,40.0
A ne pas rater,Seat,Leon,occasion,2016.0,Essence,Manuelle,6.0,1.2,166.0,noir,55.5
Bibo123,Seat,Leon,occasion,2016.0,Essence,Manuelle,6.0,1.2,212000.0,noir,52.0
2016 1 ÈRE  200   ÉTAT TRÈS,Seat,Leon,occasion,2016.0,Essence,Manuelle,6.0,>4.0,200.0,noir,52.0
2016 1 ÈRE  200   ÉTAT TRÈS,Seat,Leon,occasion,2016.0,Essence,Manuelle,6.0,>4.0,199.0,noir,52.0
,Seat,Leon,occasion,2016.0,Essence,Manuelle,6.0,1.2,133000.0,rouge,50.5
Seat leon 2016,Seat,Leon,occasion,2016.0,Essence,Manuelle,5.0,1.2,142000.0,blanc,46.0
Leon en bonne condition,Seat,Leon,occasion,2017.0,Essence,Manuelle,6.0,1.2,134000.0,blanc,57.0
Seat leon,Seat,Leon,occasion,2017.0,Essence,Manuelle,6.0,1.2,140.0,gris,47.0
Leon seat tsi 2p,Seat,Leon,occasion,2017.0,Essence,Manuelle,5.0,1.2,160.0,noir,44.0
Seat Leon en excellent état,Seat,Leon,occasion,2017.0,Essence,Manuelle,6.0,1.2,173000.0,blanc,48.5
2017 Seat Leon Style Plus,Seat,Leon,occasion,2017.0,Essence,Manuelle,6.0,1.2,155000.0,noir,54.5
Seat Leon très,Seat,Leon,occasion,2018.0,Essence,Manuelle,6.0,1.2,200000.0,noir,48.0
Seat,Seat,Leon,occasion,2018.0,Essence,Manuelle,6.0,1.2,140000.0,noir,61.0
Seat Leon 12,Seat,Leon,occasion,2018.0,Essence,Manuelle,6.0,1.2,110000.0,blanc,49.0
Seat Leon 2 portes Toit ouvrant boite manuelle état très propre modèle 2018,Seat,Leon,occasion,2018.0,Essence,Manuelle,6.0,1.2,150000.0,noir,44.0
Excellente affaire Seat Leon,Seat,Leon,occasion,2018.0,Essence,Manuelle,6.0,1.2,136000.0,noir,56.0
2018,Seat,Leon,occasion,2018.0,Essence,Manuelle,6.0,1.6,73000.0,blanc,55.0
241,Seat,Leon,occasion,2022.0,Essence,Manuelle,6.0,1.2,20000.0,blanc,88.0
Voiture,Seat,Mii,occasion,2016.0,Essence,Manuelle,4.0,1.0,223000.0,blanc,23.0
Mii,Seat,Mii,occasion,2016.0,Essence,Manuelle,4.0,1.0,200.0,noir,111.111
Voiture à vendre,Shuanghuan,Ceo,occasion,2021.0,GPL,Manuelle,6.0,3.0,82000.0,bleu,68.0
كميونة جديدة للبيع,Shuanghuan,Ceo,occasion,2022.0,Essence,Manuelle,7.0,>4.0,16351.0,gris,45.0
Skoda fabia ambition 4cv mc 22nov2023 opportunite,Skoda,Fabia,neuf,2023.0,Essence,Manuelle,4.0,1.0,3000.0,gris,66.75
Benarous,Skoda,Fabia,occasion,2010.0,Essence,Manuelle,4.0,1.1,142000.0,blanc,24.0
Skoda fabia,Skoda,Fabia,occasion,2016.0,Essence,Manuelle,4.0,1.0,270.0,rouge,30.0
Skoda Fabia monte carlo a vendre ou à échanger,Skoda,Fabia,occasion,2018.0,Essence,Manuelle,5.0,1.4,96000.0,rouge,52.0
Skoda fabia,Skoda,Fabia,occasion,2020.0,Essence,Manuelle,4.0,1.0,184000.0,noir,31.0
Skoda Fabia,Skoda,Fabia,occasion,2020.0,Essence,Manuelle,4.0,1.0,100000.0,bleu,33.8
Skoda Fabia,Skoda,Fabia,occasion,2021.0,Essence,Manuelle,4.0,1.0,129850.0,Autres,38.5
Skoda fabia,Skoda,Fabia,occasion,2021.0,Essence,Manuelle,4.0,1.0,87000.0,noir,36.5
Skoda fabia monte carlo,Skoda,Fabia,occasion,2021.0,Essence,Manuelle,4.0,1.0,153.0,rouge,42.0
